Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
ultimatum	1	99.99308	99.96990	99.99360	0.999940	0.999933	
ulrike	1	99.99308	99.96990	99.99360	0.999949	0.999949	
udo	1	99.99308	99.96990	99.99360	0.999958	0.999965	
uefa	1	99.99308	99.96990	99.99360	0.999955	0.999960	
tyrol	1	99.99308	99.96990	99.99360	0.999953	0.999955	
ulrich	1	99.99381	99.96990	99.99360	0.999949	0.999949	
u	1	99.99308	99.96990	99.99360	0.999964	0.999976	
twittered	1	99.99308	99.96990	99.99360	0.999940	0.999933	
uk	1	99.99308	99.96990	99.99360	0.999961	0.999970	
tweets	1	99.99308	99.96990	99.99360	0.999949	0.999949	
tweet	1	99.99523	99.96990	99.99360	0.999962	0.999964	
turntable	1	99.99308	99.96990	99.99360	0.999940	0.999933	
turquoise	1	99.99308	99.96990	99.99360	0.999940	0.999933	
tvh	1	99.99308	99.96990	99.99360	0.999958	0.999965	
turnover	1	99.99308	99.96990	99.99360	0.999943	0.999938	
turning	1	99.99308	99.96990	99.99360	0.999946	0.999943	
turnaround	1	99.99381	99.96990	99.99360	0.999937	0.999927	
turbulence	1	99.99308	99.96990	99.99360	0.999937	0.999927	
turkeymeat	1	99.99308	99.96990	99.99360	0.999938	0.999928	
tubes	1	99.99308	99.96990	99.99360	0.999952	0.999954	
tumultuous	1	99.99523	99.96990	99.99360	0.999937	0.999927	
tuck	1	99.99308	99.96990	99.99360	0.999955	0.999960	
truth	1	99.99308	99.96990	99.99360	0.999952	0.999954	
tuan	1	99.99523	99.96990	99.99360	0.999965	0.999970	
troubled	1	99.99308	99.96990	99.99360	0.999943	0.999938	
troglauer	1	99.99308	99.96990	99.99360	0.999940	0.999933	
triumph	1	99.99730	99.96990	99.99360	0.999961	0.999959	
trouble	1	99.99308	99.96990	99.99360	0.999946	0.999943	
trio	1	99.99308	99.96990	99.99360	0.999955	0.999960	
trimming	1	99.99523	99.96990	99.99360	0.999953	0.999948	
triggered	1	99.99308	99.96990	99.99360	0.999940	0.999933	
tries	1	99.99308	99.96990	99.99360	0.999952	0.999954	
tricks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
trick	1	99.99308	99.96990	99.99360	0.999952	0.999954	
trenkamp	1	99.99308	99.96990	99.99360	0.999943	0.999938	
trial	1	99.99523	99.96990	99.99360	0.999962	0.999964	
trends	1	99.99523	99.96990	99.99360	0.999952	0.999952	
treff	1	99.99308	99.96990	99.99360	0.999952	0.999954	
treasure	1	99.99308	99.96990	99.99360	0.999943	0.999938	
treasurer	1	99.99308	99.96990	99.99360	0.999940	0.999933	
traveling	1	99.99308	99.96990	99.99360	0.999940	0.999933	
traverses	1	99.99308	99.96990	99.99360	0.999940	0.999933	
transmission	1	99.99308	99.96990	99.99360	0.999931	0.999916	
transformed	1	99.99308	99.96990	99.99360	0.999934	0.999922	
traveled	1	99.99308	99.96990	99.99360	0.999943	0.999938	
transparency	1	99.99308	99.96990	99.99360	0.999932	0.999917	
transferring	1	99.99308	99.96990	99.99360	0.999931	0.999916	
tragic	1	99.99523	99.96990	99.99360	0.999952	0.999952	
transferred	1	99.99308	99.96990	99.99360	0.999934	0.999922	
tram	1	99.99308	99.96990	99.99360	0.999955	0.999960	
trafficking	1	99.99523	99.96990	99.99360	0.999944	0.999932	
trace	1	99.99523	99.96990	99.99360	0.999958	0.999960	
traditionally	1	99.99381	99.96990	99.99360	0.999929	0.999912	
traces	1	99.99308	99.96990	99.99360	0.999949	0.999949	
towed	1	99.99381	99.96990	99.99360	0.999952	0.999954	
tourist	1	99.99308	99.96990	99.99360	0.999946	0.999943	
toy	1	99.99308	99.96990	99.99360	0.999959	0.999966	
tours	1	99.99308	99.96990	99.99360	0.999952	0.999954	
touched	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tour	1	99.99523	99.96990	99.99360	0.999965	0.999970	
touches	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tottered	1	99.99308	99.96990	99.99360	0.999943	0.999938	
tornadoes	1	99.99308	99.96990	99.99360	0.999940	0.999933	
torture	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tore	1	99.99523	99.96990	99.99360	0.999956	0.999961	
topless	1	99.99308	99.96990	99.99360	0.999946	0.999943	
toothless	1	99.99308	99.96990	99.99360	0.999940	0.999933	
tönnishäuschen	1	99.99308	99.96990	99.99360	0.999925	0.999905	
tone	1	99.99308	99.96990	99.99360	0.999955	0.999960	
tongchang	1	99.99308	99.96990	99.99360	0.999940	0.999933	
tongues	1	99.99523	99.96990	99.99360	0.999956	0.999954	
tomohiro	1	99.99308	99.96990	99.99360	0.999943	0.999938	
tolu	1	99.99308	99.96990	99.99360	0.999955	0.999960	
tombola	1	99.99381	99.96990	99.99360	0.999946	0.999943	
tölle	1	99.99523	99.96990	99.99360	0.999962	0.999964	
tmz	1	99.99308	99.96990	99.99360	0.999964	0.999971	
toes	1	99.99523	99.96990	99.99360	0.999965	0.999970	
tip	1	99.99308	99.96990	99.99360	0.999958	0.999965	
titanic	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tire	1	99.99308	99.96990	99.99360	0.999955	0.999960	
tirades	1	99.99308	99.96990	99.99360	0.999946	0.999943	
toddler	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tina	1	99.99730	99.96990	99.99360	0.999970	0.999975	
tightening	1	99.99308	99.96990	99.99360	0.999937	0.999927	
timmelsjoch	1	99.99308	99.96990	99.99360	0.999934	0.999922	
till	1	99.99308	99.96990	99.99360	0.999955	0.999960	
timbered	1	99.99381	99.96990	99.99360	0.999943	0.999938	
tightened	1	99.99381	99.96990	99.99360	0.999940	0.999933	
tigers	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ties	1	99.99308	99.96990	99.99360	0.999955	0.999960	
throwing	1	99.99308	99.96990	99.99360	0.999943	0.999938	
ticker	1	99.99381	99.96990	99.99360	0.999949	0.999949	
thumping	1	99.99308	99.96990	99.99360	0.999943	0.999938	
thurnau	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tickets	1	99.99308	99.96990	99.99360	0.999946	0.999943	
thrust	1	99.99523	99.96990	99.99360	0.999949	0.999949	
thrower	1	99.99308	99.96990	99.99360	0.999946	0.999943	
threats	1	99.99308	99.96990	99.99360	0.999946	0.999943	
thousand	1	99.99523	99.96990	99.99360	0.999943	0.999938	
threatened	1	99.99308	99.96990	99.99360	0.999937	0.999927	
thirty	1	99.99308	99.96990	99.99360	0.999951	0.999951	
thinks	1	99.99523	99.96990	99.99360	0.999952	0.999952	
thiemann	1	99.99308	99.96990	99.99360	0.999943	0.999938	
thinking	1	99.99308	99.96990	99.99360	0.999943	0.999938	
thereupon	1	99.99730	99.96990	99.99360	0.999955	0.999948	
theresa	1	99.99308	99.96990	99.99360	0.999946	0.999943	
theresia	1	99.99308	99.96990	99.99360	0.999943	0.999938	
thereby	1	99.99381	99.96990	99.99360	0.999947	0.999944	
theirs	1	99.99308	99.96990	99.99360	0.999949	0.999949	
theater	1	99.99523	99.96990	99.99360	0.999956	0.999954	
thale	1	99.99308	99.96990	99.99360	0.999952	0.999954	
theo	1	99.99523	99.96990	99.99360	0.999955	0.999960	
texts	1	99.99308	99.96990	99.99360	0.999954	0.999956	
text	1	99.99308	99.96990	99.99360	0.999956	0.999961	
terrorist	1	99.99308	99.96990	99.99360	0.999940	0.999933	
tettau	1	99.99308	99.96990	99.99360	0.999949	0.999949	
testing	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tested	1	99.99308	99.96990	99.99360	0.999949	0.999949	
terror	1	99.99308	99.96990	99.99360	0.999949	0.999949	
terminated	1	99.99523	99.96990	99.99360	0.999947	0.999937	
terrace	1	99.99308	99.96990	99.99360	0.999946	0.999943	
termination	1	99.99308	99.96990	99.99360	0.999934	0.999922	
terminology	1	99.99523	99.96990	99.99360	0.999945	0.999933	
tenure	1	99.99523	99.96990	99.99360	0.999959	0.999959	
tenths	1	99.99523	99.96990	99.99360	0.999949	0.999949	
temperatures	1	99.99308	99.96990	99.99360	0.999931	0.999916	
tempo	1	99.99308	99.96990	99.99360	0.999952	0.999954	
tenth	1	99.99523	99.96990	99.99360	0.999955	0.999957	
tendency	1	99.99308	99.96990	99.99360	0.999944	0.999939	
tells	1	99.99308	99.96990	99.99360	0.999952	0.999954	
temporarily	1	99.99308	99.96990	99.99360	0.999935	0.999923	
telekom	1	99.99308	99.96990	99.99360	0.999946	0.999943	
technically	1	99.99308	99.96990	99.99360	0.999935	0.999923	
technicians	1	99.99308	99.96990	99.99360	0.999934	0.999922	
technician	1	99.99381	99.96990	99.99360	0.999937	0.999927	
tech	1	99.99381	99.96990	99.99360	0.999955	0.999960	
tears	1	99.99523	99.96990	99.99360	0.999958	0.999960	
tear	1	99.99308	99.96990	99.99360	0.999955	0.999960	
teaches	1	99.99381	99.96990	99.99360	0.999946	0.999943	
tauern	1	99.99308	99.96990	99.99360	0.999949	0.999949	
tax	1	99.99523	99.96990	99.99360	0.999969	0.999976	
tasty	1	99.99308	99.96990	99.99360	0.999953	0.999955	
tata	1	99.99523	99.96990	99.99360	0.999965	0.999970	
tassels	1	99.99308	99.96990	99.99360	0.999946	0.999943	
target	1	99.99523	99.96990	99.99360	0.999959	0.999959	
tap	1	99.99308	99.96990	99.99360	0.999958	0.999965	
tapped	1	99.99308	99.96990	99.99360	0.999949	0.999949	
tania	1	99.99523	99.96990	99.99360	0.999953	0.999955	
tampering	1	99.99308	99.96990	99.99360	0.999940	0.999933	
tally	1	99.99308	99.96990	99.99360	0.999953	0.999955	
tangible	1	99.99308	99.96990	99.99360	0.999943	0.999938	
tall	1	99.99308	99.96990	99.99360	0.999955	0.999960	
tagesspiegel	1	99.99308	99.96990	99.99360	0.999931	0.999916	
tail	1	99.99523	99.96990	99.99360	0.999958	0.999963	
tagespost	1	99.99730	99.96990	99.99360	0.999955	0.999948	
tackled	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tactics	1	99.99308	99.96990	99.99360	0.999946	0.999943	
tackle	1	99.99308	99.96990	99.99360	0.999949	0.999949	
synthesizer	1	99.99308	99.96990	99.99360	0.999936	0.999924	
symphony	1	99.99308	99.96990	99.99360	0.999945	0.999940	
swipe	1	99.99523	99.96990	99.99360	0.999962	0.999964	
symbolizing	1	99.99308	99.96990	99.99360	0.999936	0.999924	
symbolically	1	99.99308	99.96990	99.99360	0.999933	0.999918	
symbol	1	99.99308	99.96990	99.99360	0.999950	0.999950	
sympathizers	1	99.99308	99.96990	99.99360	0.999933	0.999918	
swept	1	99.99523	99.96990	99.99360	0.999958	0.999960	
swen	1	99.99730	99.96990	99.99360	0.999970	0.999975	
sweet	1	99.99381	99.96990	99.99360	0.999952	0.999954	
sweating	1	99.99308	99.96990	99.99360	0.999943	0.999938	
swedish	1	99.99381	99.96990	99.99360	0.999946	0.999943	
swabian	1	99.99523	99.96990	99.99360	0.999949	0.999946	
swabia	1	99.99308	99.96990	99.99360	0.999949	0.999949	
sven	1	99.99308	99.96990	99.99360	0.999955	0.999960	
suv	1	99.99308	99.96990	99.99360	0.999958	0.999965	
sustenance	1	99.99523	99.96990	99.99360	0.999947	0.999937	
suspense	1	99.99308	99.96990	99.99360	0.999943	0.999938	
suspicion	1	99.99381	99.96990	99.99360	0.999946	0.999939	
suspect	1	99.99308	99.96990	99.99360	0.999946	0.999943	
suspended	1	99.99308	99.96990	99.99360	0.999940	0.999933	
survivor	1	99.99523	99.96990	99.99360	0.999943	0.999938	
surviving	1	99.99308	99.96990	99.99360	0.999940	0.999933	
survived	1	99.99308	99.96990	99.99360	0.999943	0.999938	
surveillance	1	99.99308	99.96990	99.99360	0.999931	0.999916	
surrounded	1	99.99381	99.96990	99.99360	0.999937	0.999927	
surrender	1	99.99308	99.96990	99.99360	0.999940	0.999933	
surprising	1	99.99308	99.96990	99.99360	0.999937	0.999927	
sure	1	99.99381	99.96990	99.99360	0.999958	0.999963	
surging	1	99.99308	99.96990	99.99360	0.999946	0.999943	
surgery	1	99.99308	99.96990	99.99360	0.999947	0.999944	
supposedly	1	99.99308	99.96990	99.99360	0.999938	0.999928	
supposed	1	99.99308	99.96990	99.99360	0.999943	0.999938	
supports	1	99.99308	99.96990	99.99360	0.999943	0.999938	
supermarket	1	99.99308	99.96990	99.99360	0.999934	0.999922	
superstar	1	99.99308	99.96990	99.99360	0.999940	0.999933	
supported	1	99.99730	99.96990	99.99360	0.999955	0.999948	
supplies	1	99.99523	99.96990	99.99360	0.999953	0.999948	
sun	1	99.99523	99.96990	99.99360	0.999961	0.999968	
super	1	99.99308	99.96990	99.99360	0.999952	0.999954	
summarized	1	99.99381	99.96990	99.99360	0.999938	0.999928	
summon	1	99.99308	99.96990	99.99360	0.999949	0.999949	
suited	1	99.99308	99.96990	99.99360	0.999949	0.999949	
summarize	1	99.99308	99.96990	99.99360	0.999941	0.999933	
sum	1	99.99308	99.96990	99.99360	0.999958	0.999965	
suitcase	1	99.99308	99.96990	99.99360	0.999943	0.999938	
suitable	1	99.99308	99.96990	99.99360	0.999943	0.999938	
sui	1	99.99308	99.96990	99.99360	0.999958	0.999965	
suitability	1	99.99308	99.96990	99.99360	0.999935	0.999923	
suggestions	1	99.99730	99.96990	99.99360	0.999949	0.999937	
suggestion	1	99.99308	99.96990	99.99360	0.999937	0.999927	
suggest	1	99.99308	99.96990	99.99360	0.999946	0.999943	
sufficiency	1	99.99308	99.96990	99.99360	0.999935	0.999923	
süd	1	99.99523	99.96990	99.99360	0.999968	0.999975	
suffers	1	99.99381	99.96990	99.99360	0.999947	0.999944	
suck	1	99.99308	99.96990	99.99360	0.999955	0.999960	
successive	1	99.99308	99.96990	99.99360	0.999937	0.999927	
substituting	1	99.99308	99.96990	99.99360	0.999931	0.999916	
submit	1	99.99308	99.96990	99.99360	0.999949	0.999949	
subsidised	1	99.99308	99.96990	99.99360	0.999937	0.999927	
subscribed	1	99.99308	99.96990	99.99360	0.999937	0.999927	
subsidiaries	1	99.99308	99.96990	99.99360	0.999931	0.999916	
subcontracting	1	99.99381	99.96990	99.99360	0.999925	0.999905	
subsidiary	1	99.99308	99.96990	99.99360	0.999938	0.999928	
submission	1	99.99308	99.96990	99.99360	0.999937	0.999927	
style	1	99.99308	99.96990	99.99360	0.999953	0.999955	
suárez	1	99.99308	99.96990	99.99360	0.999955	0.999955	
stuttgarters	1	99.99523	99.96990	99.99360	0.999934	0.999919	
stunted	1	99.99308	99.96990	99.99360	0.999946	0.999943	
stump	1	99.99308	99.96990	99.99360	0.999952	0.999954	
struggles	1	99.99381	99.96990	99.99360	0.999940	0.999933	
studied	1	99.99308	99.96990	99.99360	0.999946	0.999943	
stumbled	1	99.99308	99.96990	99.99360	0.999943	0.999938	
stumbling	1	99.99308	99.96990	99.99360	0.999940	0.999933	
structural	1	99.99308	99.96990	99.99360	0.999937	0.999927	
strongest	1	99.99308	99.96990	99.99360	0.999940	0.999933	
structured	1	99.99381	99.96990	99.99360	0.999937	0.999927	
stronger	1	99.99308	99.96990	99.99360	0.999943	0.999938	
strongly	1	99.99308	99.96990	99.99360	0.999944	0.999939	
strokes	1	99.99523	99.96990	99.99360	0.999956	0.999954	
strohbücker	1	99.99308	99.96990	99.99360	0.999934	0.999922	
stroke	1	99.99308	99.96990	99.99360	0.999949	0.999949	
strict	1	99.99308	99.96990	99.99360	0.999949	0.999949	
stressed	1	99.99523	99.96990	99.99360	0.999953	0.999948	
stretches	1	99.99523	99.96990	99.99360	0.999950	0.999943	
streamed	1	99.99308	99.96990	99.99360	0.999943	0.999938	
stretched	1	99.99308	99.96990	99.99360	0.999940	0.999933	
stream	1	99.99523	99.96990	99.99360	0.999959	0.999959	
strategy	1	99.99523	99.96990	99.99360	0.999954	0.999949	
stranger	1	99.99308	99.96990	99.99360	0.999943	0.999938	
straight	1	99.99308	99.96990	99.99360	0.999943	0.999938	
strasse	1	99.99308	99.96990	99.99360	0.999946	0.999943	
stranded	1	99.99308	99.96990	99.99360	0.999943	0.999938	
-stories	1	99.99308	99.96990	99.99360	0.999943	0.999938	
storey	1	99.99308	99.96990	99.99360	0.999950	0.999950	
stored	1	99.99308	99.96990	99.99360	0.999949	0.999949	
storage	1	99.99523	99.96990	99.99360	0.999956	0.999954	
store	1	99.99523	99.96990	99.99360	0.999962	0.999964	
stood	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stone	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stomped	1	99.99381	99.96990	99.99360	0.999946	0.999943	
stockheim	1	99.99308	99.96990	99.99360	0.999940	0.999933	
stolen	1	99.99523	99.96990	99.99360	0.999959	0.999959	
stoch	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stinks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
sternfarben	1	99.99308	99.96990	99.99360	0.999934	0.999922	
stimme	1	99.99381	99.96990	99.99360	0.999955	0.999955	
sticks	1	99.99381	99.96990	99.99360	0.999955	0.999955	
steps	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stevermüer	1	99.99308	99.96990	99.99360	0.999937	0.999927	
steinmeier	1	99.99523	99.96990	99.99360	0.999947	0.999937	
stephan	1	99.99308	99.96990	99.99360	0.999946	0.999943	
steinhagen	1	99.99308	99.96990	99.99360	0.999937	0.999927	
steinfurt	1	99.99308	99.96990	99.99360	0.999940	0.999933	
steinbach	1	99.99308	99.96990	99.99360	0.999940	0.999933	
steam	1	99.99308	99.96990	99.99360	0.999952	0.999954	
steben	1	99.99523	99.96990	99.99360	0.999959	0.999959	
stays	1	99.99523	99.96990	99.99360	0.999953	0.999955	
stealing	1	99.99308	99.96990	99.99360	0.999943	0.999938	
steep	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stealthy	1	99.99381	99.96990	99.99360	0.999944	0.999939	
stayed	1	99.99308	99.96990	99.99360	0.999950	0.999950	
status	1	99.99308	99.96990	99.99360	0.999949	0.999949	
statistics	1	99.99308	99.96990	99.99360	0.999937	0.999927	
statistical	1	99.99308	99.96990	99.99360	0.999934	0.999922	
stationed	1	99.99308	99.96990	99.99360	0.999940	0.999933	
states	1	99.99308	99.96990	99.99360	0.999949	0.999949	
starving	1	99.99381	99.96990	99.99360	0.999949	0.999944	
starve	1	99.99308	99.96990	99.99360	0.999949	0.999949	
starters	1	99.99308	99.96990	99.99360	0.999943	0.999938	
standings	1	99.99308	99.96990	99.99360	0.999940	0.999933	
standard	1	99.99308	99.96990	99.99360	0.999943	0.999938	
standstill	1	99.99381	99.96990	99.99360	0.999937	0.999927	
stamp	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stainless	1	99.99381	99.96990	99.99360	0.999940	0.999933	
stallmann	1	99.99308	99.96990	99.99360	0.999940	0.999933	
stalling	1	99.99308	99.96990	99.99360	0.999943	0.999938	
stagnated	1	99.99523	99.96990	99.99360	0.999950	0.999943	
stadtmarketing	1	99.99308	99.96990	99.99360	0.999925	0.999905	
stadt	1	99.99308	99.96990	99.99360	0.999952	0.999954	
stadthalle	1	99.99308	99.96990	99.99360	0.999937	0.999927	
stadiums	1	99.99523	99.96990	99.99360	0.999953	0.999948	
stacked	1	99.99308	99.96990	99.99360	0.999946	0.999943	
stable	1	99.99523	99.96990	99.99360	0.999959	0.999959	
st.	1	99.99308	99.96990	99.99360	0.999958	0.999965	
squeaking	1	99.99523	99.96990	99.99360	0.999943	0.999936	
stabbed	1	99.99308	99.96990	99.99360	0.999946	0.999943	
ssc	1	99.99381	99.96990	99.99360	0.999958	0.999965	
spy	1	99.99308	99.96990	99.99360	0.999959	0.999966	
sprung	1	99.99308	99.96990	99.99360	0.999949	0.999949	
squander	1	99.99308	99.96990	99.99360	0.999943	0.999938	
spritz	1	99.99738	99.96990	99.99360	0.999964	0.999964	
sprays	1	99.99308	99.96990	99.99360	0.999950	0.999950	
sprint	1	99.99308	99.96990	99.99360	0.999949	0.999949	
spots	1	99.99308	99.96990	99.99360	0.999952	0.999954	
sprayed	1	99.99308	99.96990	99.99360	0.999947	0.999944	
spreading	1	99.99308	99.96990	99.99360	0.999940	0.999933	
spring	1	99.99523	99.96990	99.99360	0.999959	0.999959	
spotlight	1	99.99523	99.96990	99.99360	0.999950	0.999943	
spot	1	99.99308	99.96990	99.99360	0.999955	0.999960	
sporty	1	99.99308	99.96990	99.99360	0.999950	0.999950	
sportstudio	1	99.99381	99.96990	99.99360	0.999940	0.999928	
sponsored	1	99.99308	99.96990	99.99360	0.999940	0.999933	
spiritual	1	99.99308	99.96990	99.99360	0.999940	0.999933	
spoiled	1	99.99308	99.96990	99.99360	0.999946	0.999943	
spite	1	99.99523	99.96990	99.99360	0.999958	0.999960	
spellmeyer	1	99.99523	99.96990	99.99360	0.999938	0.999928	
speculate	1	99.99308	99.96990	99.99360	0.999940	0.999933	
spectrum	1	99.99523	99.96990	99.99360	0.999946	0.999941	
spectacular	1	99.99308	99.96990	99.99360	0.999934	0.999922	
specifications	1	99.99308	99.96990	99.99360	0.999925	0.999905	
specifically	1	99.99308	99.96990	99.99360	0.999932	0.999917	
spectacle	1	99.99308	99.96990	99.99360	0.999940	0.999933	
specific	1	99.99308	99.96990	99.99360	0.999943	0.999938	
specialty	1	99.99308	99.96990	99.99360	0.999941	0.999933	
specialist	1	99.99308	99.96990	99.99360	0.999937	0.999927	
sparse	1	99.99308	99.96990	99.99360	0.999949	0.999949	
sparring	1	99.99308	99.96990	99.99360	0.999943	0.999938	
spangenberg	1	99.99381	99.96990	99.99360	0.999934	0.999922	
sparks	1	99.99308	99.96990	99.99360	0.999949	0.999949	
spacious	1	99.99308	99.96990	99.99360	0.999943	0.999938	
spacex	1	99.99308	99.96990	99.99360	0.999950	0.999950	
sown	1	99.99308	99.96990	99.99360	0.999955	0.999960	
souza	1	99.99308	99.96990	99.99360	0.999953	0.999955	
southampton	1	99.99308	99.96990	99.99360	0.999934	0.999922	
sounds	1	99.99308	99.96990	99.99360	0.999949	0.999949	
southern	1	99.99381	99.96990	99.99360	0.999943	0.999938	
soup	1	99.99308	99.96990	99.99360	0.999955	0.999960	
sounded	1	99.99308	99.96990	99.99360	0.999946	0.999943	
sounding	1	99.99523	99.96990	99.99360	0.999953	0.999948	
sos	1	99.99730	99.96990	99.99360	0.999973	0.999980	
sought	1	99.99308	99.96990	99.99360	0.999949	0.999949	
soundcheck	1	99.99381	99.96990	99.99360	0.999937	0.999927	
sorry	1	99.99308	99.96990	99.99360	0.999953	0.999955	
sonneberg	1	99.99308	99.96990	99.99360	0.999940	0.999933	
songwriters	1	99.99308	99.96990	99.99360	0.999934	0.999922	
sonar	1	99.99308	99.96990	99.99360	0.999952	0.999954	
somehow	1	99.99308	99.96990	99.99360	0.999946	0.999943	
solidʺ	1	99.99596	99.96990	99.99360	0.999965	0.999965	
soldier	1	99.99523	99.96990	99.99360	0.999956	0.999954	
soldiers	1	99.99308	99.96990	99.99360	0.999943	0.999938	
solaris	1	99.99308	99.96990	99.99360	0.999946	0.999943	
soil	1	99.99523	99.96990	99.99360	0.999965	0.999970	
software	1	99.99308	99.96990	99.99360	0.999943	0.999938	
socially	1	99.99308	99.96990	99.99360	0.999944	0.999939	
sociology	1	99.99523	99.96990	99.99360	0.999944	0.999937	
sociable	1	99.99308	99.96990	99.99360	0.999943	0.999938	
sober	1	99.99381	99.96990	99.99360	0.999952	0.999954	
