Type	Frequency	bleu	macrof	microf	CHRF1	CHRF3
plastering	1	99.99381	99.96990	99.99360	0.999925	0.999925	
planted	1	99.99308	99.96990	99.99360	0.999943	0.999943	
planes	1	99.99523	99.96990	99.99360	0.999959	0.999959	
plaguing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
plant	1	99.99308	99.96990	99.99360	0.999955	0.999955	
planners	1	99.99308	99.96990	99.99360	0.999937	0.999937	
placing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pkk	1	99.99308	99.96990	99.99360	0.999967	0.999967	
pizzeria	1	99.99308	99.96990	99.99360	0.999937	0.999937	
pipes	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pipe	1	99.99308	99.96990	99.99360	0.999961	0.999961	
pirmin	1	99.99308	99.96990	99.99360	0.999949	0.999949	
pioneer	1	99.99308	99.96990	99.99360	0.999943	0.999943	
pinzgau	1	99.99523	99.96990	99.99360	0.999946	0.999946	
pioneers	1	99.99308	99.96990	99.99360	0.999937	0.999937	
piotr	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pinpricks	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pinguins	1	99.99308	99.96990	99.99360	0.999937	0.999937	
pinto	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pilgrimage	1	99.99308	99.96990	99.99360	0.999925	0.999925	
pin	1	99.99308	99.96990	99.99360	0.999967	0.999967	
phrasenmäher	1	99.99308	99.96990	99.99360	0.999913	0.999913	
pictures	1	99.99308	99.96990	99.99360	0.999937	0.999937	
photoshoot	1	99.99308	99.96990	99.99360	0.999925	0.999925	
photographer	1	99.99381	99.96990	99.99360	0.999913	0.999913	
photographed	1	99.99308	99.96990	99.99360	0.999913	0.999913	
philosophical	1	99.99308	99.96990	99.99360	0.999907	0.999907	
philipp	1	99.99308	99.96990	99.99360	0.999943	0.999943	
phaeno	1	99.99308	99.96990	99.99360	0.999949	0.999949	
phenomenal	1	99.99381	99.96990	99.99360	0.999925	0.999925	
pfründnerhause	1	99.99308	99.96990	99.99360	0.999901	0.999901	
pfaff	1	99.99308	99.96990	99.99360	0.999955	0.999955	
petr	1	99.99308	99.96990	99.99360	0.999961	0.999961	
persuade	1	99.99308	99.96990	99.99360	0.999937	0.999937	
permitting	1	99.99308	99.96990	99.99360	0.999925	0.999925	
pessimist	1	99.99308	99.96990	99.99360	0.999931	0.999931	
permitted	1	99.99308	99.96990	99.99360	0.999931	0.999931	
permit	1	99.99381	99.96990	99.99360	0.999949	0.999949	
permanently	1	99.99308	99.96990	99.99360	0.999919	0.999919	
periods	1	99.99381	99.96990	99.99360	0.999943	0.999943	
performers	1	99.99308	99.96990	99.99360	0.999925	0.999925	
perfect	1	99.99308	99.96990	99.99360	0.999943	0.999943	
perez	1	99.99308	99.96990	99.99360	0.999955	0.999955	
penned	1	99.99308	99.96990	99.99360	0.999949	0.999949	
pentecost	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pension	1	99.99523	99.96990	99.99360	0.999946	0.999946	
pep	1	99.99308	99.96990	99.99360	0.999967	0.999967	
penguins	1	99.99523	99.96990	99.99360	0.999940	0.999940	
peninsula	1	99.99308	99.96990	99.99360	0.999931	0.999931	
peace	1	99.99308	99.96990	99.99360	0.999955	0.999955	
peaks	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pd	1	99.99308	99.96990	99.99360	0.999973	0.999973	
pavilion	1	99.99308	99.96990	99.99360	0.999937	0.999937	
paying	1	99.99308	99.96990	99.99360	0.999949	0.999949	
pawel	1	99.99381	99.96990	99.99360	0.999955	0.999955	
patronage	1	99.99308	99.96990	99.99360	0.999931	0.999931	
pave	1	99.99308	99.96990	99.99360	0.999961	0.999961	
pathways	1	99.99308	99.96990	99.99360	0.999937	0.999937	
passing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
passphrases	1	99.99308	99.96990	99.99360	0.999919	0.999919	
passes	1	99.99308	99.96990	99.99360	0.999949	0.999949	
pastoral	1	99.99308	99.96990	99.99360	0.999937	0.999937	
pasengers	1	99.99381	99.96990	99.99360	0.999931	0.999931	
passages	1	99.99308	99.96990	99.99360	0.999937	0.999937	
passerby	1	99.99308	99.96990	99.99360	0.999937	0.999937	
passage	1	99.99308	99.96990	99.99360	0.999943	0.999943	
participant	1	99.99308	99.96990	99.99360	0.999919	0.999919	
participated	1	99.99308	99.96990	99.99360	0.999913	0.999913	
partying	1	99.99523	99.96990	99.99360	0.999947	0.999947	
parent	1	99.99308	99.96990	99.99360	0.999949	0.999949	
paperwork	1	99.99308	99.96990	99.99360	0.999931	0.999931	
parade	1	99.99308	99.96990	99.99360	0.999949	0.999949	
paradox	1	99.99308	99.96990	99.99360	0.999943	0.999943	
parisian	1	99.99523	99.96990	99.99360	0.999940	0.999940	
pants	1	99.99308	99.96990	99.99360	0.999955	0.999955	
panmunjom	1	99.99308	99.96990	99.99360	0.999931	0.999931	
painkillers	1	99.99523	99.96990	99.99360	0.999929	0.999929	
pancakes	1	99.99523	99.96990	99.99360	0.999947	0.999947	
panic	1	99.99308	99.96990	99.99360	0.999955	0.999955	
pageantry	1	99.99730	99.96990	99.99360	0.999946	0.999946	
pan	1	99.99381	99.96990	99.99360	0.999968	0.999968	
pairs	1	99.99308	99.96990	99.99360	0.999955	0.999955	
paddle	1	99.99308	99.96990	99.99360	0.999949	0.999949	
paco	1	99.99308	99.96990	99.99360	0.999961	0.999961	
pack	1	99.99308	99.96990	99.99360	0.999961	0.999961	
oysters	1	99.99308	99.96990	99.99360	0.999943	0.999943	
owning	1	99.99308	99.96990	99.99360	0.999949	0.999949	
pacific	1	99.99308	99.96990	99.99360	0.999943	0.999943	
oxygen	1	99.99381	99.96990	99.99360	0.999955	0.999955	
overwhelming	1	99.99308	99.96990	99.99360	0.999913	0.999913	
overtime	1	99.99308	99.96990	99.99360	0.999937	0.999937	
owe	1	99.99308	99.96990	99.99360	0.999967	0.999967	
overslept	1	99.99381	99.96990	99.99360	0.999931	0.999931	
overstretched	1	99.99381	99.96990	99.99360	0.999907	0.999907	
overpowering	1	99.99308	99.96990	99.99360	0.999913	0.999913	
oversimplifying	1	99.99308	99.96990	99.99360	0.999895	0.999895	
outskirts	1	99.99308	99.96990	99.99360	0.999931	0.999931	
overkill	1	99.99523	99.96990	99.99360	0.999947	0.999947	
outdance	1	99.99308	99.96990	99.99360	0.999937	0.999937	
outlets	1	99.99308	99.96990	99.99360	0.999943	0.999943	
outbreak	1	99.99308	99.96990	99.99360	0.999937	0.999937	
outsiders	1	99.99308	99.96990	99.99360	0.999931	0.999931	
oscar	1	99.99308	99.96990	99.99360	0.999955	0.999955	
outage	1	99.99308	99.96990	99.99360	0.999949	0.999949	
ornamental	1	99.99308	99.96990	99.99360	0.999925	0.999925	
oslo	1	99.99523	99.96990	99.99360	0.999967	0.999967	
ort	1	99.99308	99.96990	99.99360	0.999967	0.999967	
originate	1	99.99308	99.96990	99.99360	0.999931	0.999931	
original	1	99.99308	99.96990	99.99360	0.999937	0.999937	
organisms	1	99.99308	99.96990	99.99360	0.999931	0.999931	
organizing	1	99.99308	99.96990	99.99360	0.999925	0.999925	
originality	1	99.99308	99.96990	99.99360	0.999919	0.999919	
organised	1	99.99308	99.96990	99.99360	0.999931	0.999931	
organizational	1	99.99308	99.96990	99.99360	0.999901	0.999901	
organization	1	99.99308	99.96990	99.99360	0.999913	0.999913	
organized	1	99.99381	99.96990	99.99360	0.999931	0.999931	
organises	1	99.99308	99.96990	99.99360	0.999931	0.999931	
organisations	1	99.99523	99.96990	99.99360	0.999917	0.999917	
ordinary	1	99.99523	99.96990	99.99360	0.999947	0.999947	
orders	1	99.99308	99.96990	99.99360	0.999949	0.999949	
opposition	1	99.99308	99.96990	99.99360	0.999925	0.999925	
ordered	1	99.99308	99.96990	99.99360	0.999943	0.999943	
ordering	1	99.99381	99.96990	99.99360	0.999937	0.999937	
opposing	1	99.99308	99.96990	99.99360	0.999937	0.999937	
opponents	1	99.99308	99.96990	99.99360	0.999931	0.999931	
opposite	1	99.99308	99.96990	99.99360	0.999937	0.999937	
option	1	99.99308	99.96990	99.99360	0.999949	0.999949	
opinion	1	99.99308	99.96990	99.99360	0.999943	0.999943	
operating	1	99.99308	99.96990	99.99360	0.999931	0.999931	
operated	1	99.99308	99.96990	99.99360	0.999937	0.999937	
oÖ	1	99.99308	99.96990	99.99360	0.999973	0.999973	
onto	1	99.99308	99.96990	99.99360	0.999961	0.999961	
onwards	1	99.99523	99.96990	99.99360	0.999953	0.999953	
onucka	1	99.99308	99.96990	99.99360	0.999949	0.999949	
om	1	99.99308	99.96990	99.99360	0.999973	0.999973	
olympique	1	99.99730	99.96990	99.99360	0.999946	0.999946	
olympia	1	99.99523	99.96990	99.99360	0.999953	0.999953	
olds	1	99.99308	99.96990	99.99360	0.999961	0.999961	
okay	1	99.99523	99.96990	99.99360	0.999971	0.999971	
oldest	1	99.99308	99.96990	99.99360	0.999949	0.999949	
olchinger	1	99.99308	99.96990	99.99360	0.999931	0.999931	
olaseni	1	99.99308	99.96990	99.99360	0.999943	0.999943	
oil	1	99.99308	99.96990	99.99360	0.999967	0.999967	
oe24	1	99.99523	99.96990	99.99360	0.999971	0.999971	
ofensive	1	99.99308	99.96990	99.99360	0.999937	0.999937	
offended	1	99.99308	99.96990	99.99360	0.999937	0.999937	
oelde	1	99.99308	99.96990	99.99360	0.999955	0.999955	
offenders	1	99.99308	99.96990	99.99360	0.999931	0.999931	
offensively	1	99.99730	99.96990	99.99360	0.999934	0.999934	
occurs	1	99.99523	99.96990	99.99360	0.999959	0.999959	
obstructions	1	99.99596	99.96990	99.99360	0.999913	0.999913	
ocean	1	99.99523	99.96990	99.99360	0.999965	0.999965	
occured	1	99.99308	99.96990	99.99360	0.999943	0.999943	
observed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
observers	1	99.99308	99.96990	99.99360	0.999931	0.999931	
observation	1	99.99523	99.96990	99.99360	0.999929	0.999929	
obrador	1	99.99308	99.96990	99.99360	0.999943	0.999943	
obligatory	1	99.99308	99.96990	99.99360	0.999925	0.999925	
oblivion	1	99.99730	99.96990	99.99360	0.999952	0.999952	
obite	1	99.99523	99.96990	99.99360	0.999956	0.999956	
obernberg	1	99.99308	99.96990	99.99360	0.999931	0.999931	
oberschleißheim	1	99.99523	99.96990	99.99360	0.999905	0.999905	
oberliga	1	99.99381	99.96990	99.99360	0.999937	0.999937	
Öamtc	1	99.99523	99.96990	99.99360	0.999958	0.999958	
oasis	1	99.99381	99.96990	99.99360	0.999961	0.999961	
nutrition	1	99.99308	99.96990	99.99360	0.999931	0.999931	
nuisance	1	99.99308	99.96990	99.99360	0.999937	0.999937	
nzz	1	99.99308	99.96990	99.99360	0.999967	0.999967	
numerical	1	99.99381	99.96990	99.99360	0.999931	0.999931	
nut	1	99.99381	99.96990	99.99360	0.999967	0.999967	
nowadays	1	99.99523	99.96990	99.99360	0.999947	0.999947	
notorious	1	99.99308	99.96990	99.99360	0.999931	0.999931	
nottulner	1	99.99308	99.96990	99.99360	0.999931	0.999931	
notion	1	99.99308	99.96990	99.99360	0.999949	0.999949	
notice	1	99.99381	99.96990	99.99360	0.999949	0.999949	
noticeable	1	99.99308	99.96990	99.99360	0.999925	0.999925	
noticed	1	99.99308	99.96990	99.99360	0.999943	0.999943	
notes	1	99.99308	99.96990	99.99360	0.999955	0.999955	
notably	1	99.99308	99.96990	99.99360	0.999943	0.999943	
nominee	1	99.99308	99.96990	99.99360	0.999943	0.999943	
northwest	1	99.99308	99.96990	99.99360	0.999931	0.999931	
nordhelle	1	99.99381	99.96990	99.99360	0.999931	0.999931	
notables	1	99.99308	99.96990	99.99360	0.999937	0.999937	
nordhalben	1	99.99523	99.96990	99.99360	0.999935	0.999935	
nkunku	1	99.99523	99.96990	99.99360	0.999949	0.999949	
nondescript	1	99.99381	99.96990	99.99360	0.999919	0.999919	
normal	1	99.99308	99.96990	99.99360	0.999949	0.999949	
niklas	1	99.99308	99.96990	99.99360	0.999949	0.999949	
nightlife	1	99.99308	99.96990	99.99360	0.999931	0.999931	
nils	1	99.99381	99.96990	99.99360	0.999961	0.999961	
nigerian	1	99.99730	99.96990	99.99360	0.999952	0.999952	
nigerians	1	99.99308	99.96990	99.99360	0.999931	0.999931	
nicknamed	1	99.99308	99.96990	99.99360	0.999931	0.999931	
niersbach	1	99.99308	99.96990	99.99360	0.999931	0.999931	
nickname	1	99.99308	99.96990	99.99360	0.999937	0.999937	
nice	1	99.99308	99.96990	99.99360	0.999961	0.999961	
neutrality	1	99.99596	99.96990	99.99360	0.999935	0.999935	
neutral	1	99.99381	99.96990	99.99360	0.999949	0.999949	
neuer	1	99.99523	99.96990	99.99360	0.999965	0.999965	
neubauer	1	99.99308	99.96990	99.99360	0.999937	0.999937	
neu	1	99.99308	99.96990	99.99360	0.999967	0.999967	
network	1	99.99381	99.96990	99.99360	0.999943	0.999943	
nets	1	99.99308	99.96990	99.99360	0.999961	0.999961	
netherlands	1	99.99308	99.96990	99.99360	0.999919	0.999919	
netting	1	99.99523	99.96990	99.99360	0.999953	0.999953	
net	1	99.99308	99.96990	99.99360	0.999967	0.999967	
nervousness	1	99.99308	99.96990	99.99360	0.999919	0.999919	
nerve	1	99.99308	99.96990	99.99360	0.999955	0.999955	
negative	1	99.99308	99.96990	99.99360	0.999937	0.999937	
neither	1	99.99308	99.96990	99.99360	0.999943	0.999943	
needing	1	99.99308	99.96990	99.99360	0.999943	0.999943	
negotiated	1	99.99308	99.96990	99.99360	0.999925	0.999925	
neckarsulm	1	99.99523	99.96990	99.99360	0.999935	0.999935	
neck	1	99.99308	99.96990	99.99360	0.999961	0.999961	
negros	1	99.99308	99.96990	99.99360	0.999950	0.999950	
nearby	1	99.99308	99.96990	99.99360	0.999949	0.999949	
nba	1	99.99308	99.96990	99.99360	0.999967	0.999967	
ndr	1	99.99308	99.96990	99.99360	0.999967	0.999967	
natten	1	99.99308	99.96990	99.99360	0.999949	0.999949	
nave	1	99.99308	99.96990	99.99360	0.999961	0.999961	
narrowed	1	99.99308	99.96990	99.99360	0.999937	0.999937	
navarro	1	99.99308	99.96990	99.99360	0.999943	0.999943	
natural	1	99.99308	99.96990	99.99360	0.999943	0.999943	
nation	1	99.99308	99.96990	99.99360	0.999949	0.999949	
nao	1	99.99523	99.96990	99.99360	0.999970	0.999970	
nannerl	1	99.99308	99.96990	99.99360	0.999943	0.999943	
não	1	99.99308	99.96990	99.99360	0.999967	0.999967	
naming	1	99.99381	99.96990	99.99360	0.999949	0.999949	
naked	1	99.99308	99.96990	99.99360	0.999955	0.999955	
naive	1	99.99308	99.96990	99.99360	0.999955	0.999955	
nachrichten	1	99.99730	99.96990	99.99360	0.999934	0.999934	
nacht	1	99.99308	99.96990	99.99360	0.999955	0.999955	
nacional	1	99.99308	99.96990	99.99360	0.999937	0.999937	
n.	1	99.99308	99.96990	99.99360	0.999973	0.999973	
n	1	99.99308	99.96990	99.99360	0.999979	0.999979	
mysterious	1	99.99308	99.96990	99.99360	0.999925	0.999925	
muslija	1	99.99308	99.96990	99.99360	0.999943	0.999943	
musically	1	99.99308	99.96990	99.99360	0.999931	0.999931	
museum	1	99.99308	99.96990	99.99360	0.999949	0.999949	
mygym	1	99.99308	99.96990	99.99360	0.999955	0.999955	
mutual	1	99.99308	99.96990	99.99360	0.999949	0.999949	
musicality	1	99.99308	99.96990	99.99360	0.999925	0.999925	
mused	1	99.99308	99.96990	99.99360	0.999955	0.999955	
münsterblickstrasse	1	99.99308	99.96990	99.99360	0.999871	0.999871	
ms.	1	99.99730	99.96990	99.99360	0.999982	0.999982	
muscular	1	99.99308	99.96990	99.99360	0.999937	0.999937	
multipurpose	1	99.99381	99.96990	99.99360	0.999913	0.999913	
mühlen	1	99.99308	99.96990	99.99360	0.999949	0.999949	
movies	1	99.99523	99.96990	99.99360	0.999959	0.999959	
münchener	1	99.99730	99.96990	99.99360	0.999946	0.999946	
mouths	1	99.99308	99.96990	99.99360	0.999949	0.999949	
mountains	1	99.99308	99.96990	99.99360	0.999931	0.999931	
motorist	1	99.99308	99.96990	99.99360	0.999937	0.999937	
motivated	1	99.99308	99.96990	99.99360	0.999931	0.999931	
moser	1	99.99308	99.96990	99.99360	0.999955	0.999955	
moscow	1	99.99523	99.96990	99.99360	0.999959	0.999959	
motivation	1	99.99308	99.96990	99.99360	0.999925	0.999925	
morlaixplatz	1	99.99523	99.96990	99.99360	0.999916	0.999916	
motifs	1	99.99308	99.96990	99.99360	0.999949	0.999949	
mortensen	1	99.99308	99.96990	99.99360	0.999931	0.999931	
moritz	1	99.99308	99.96990	99.99360	0.999949	0.999949	
moormann	1	99.99308	99.96990	99.99360	0.999937	0.999937	
moons	1	99.99308	99.96990	99.99360	0.999955	0.999955	
monitoring	1	99.99308	99.96990	99.99360	0.999925	0.999925	
monchengladbach	1	99.99308	99.96990	99.99360	0.999895	0.999895	
monoculture	1	99.99308	99.96990	99.99360	0.999919	0.999919	
money	1	99.99308	99.96990	99.99360	0.999955	0.999955	
monarchy	1	99.99308	99.96990	99.99360	0.999937	0.999937	
monitor	1	99.99308	99.96990	99.99360	0.999943	0.999943	
molds	1	99.99381	99.96990	99.99360	0.999955	0.999955	
moles	1	99.99308	99.96990	99.99360	0.999955	0.999955	
modernization	1	99.99308	99.96990	99.99360	0.999907	0.999907	
mix	1	99.99308	99.96990	99.99360	0.999967	0.999967	
mladenovic	1	99.99523	99.96990	99.99360	0.999935	0.999935	
moderator	1	99.99730	99.96990	99.99360	0.999946	0.999946	
mixture	1	99.99523	99.96990	99.99360	0.999946	0.999946	
mockery	1	99.99308	99.96990	99.99360	0.999943	0.999943	
mistook	1	99.99308	99.96990	99.99360	0.999943	0.999943	
mitteldeutscher	1	99.99381	99.96990	99.99360	0.999898	0.999898	
mistake	1	99.99523	99.96990	99.99360	0.999944	0.999944	
mistaken	1	99.99308	99.96990	99.99360	0.999937	0.999937	
misconduct	1	99.99523	99.96990	99.99360	0.999935	0.999935	
ministor	1	99.99381	99.96990	99.99360	0.999937	0.999937	
mission	1	99.99308	99.96990	99.99360	0.999943	0.999943	
misogynist	1	99.99381	99.96990	99.99360	0.999925	0.999925	
minor	1	99.99308	99.96990	99.99360	0.999955	0.999955	
minus	1	99.99308	99.96990	99.99360	0.999955	0.999955	
minimum	1	99.99523	99.96990	99.99360	0.999953	0.999953	
midt	1	99.99308	99.96990	99.99360	0.999961	0.999961	
miles	1	99.99381	99.96990	99.99360	0.999955	0.999955	
mike	1	99.99308	99.96990	99.99360	0.999961	0.999961	
migrant	1	99.99308	99.96990	99.99360	0.999943	0.999943	
mineral	1	99.99308	99.96990	99.99360	0.999943	0.999943	
militias	1	99.99308	99.96990	99.99360	0.999937	0.999937	
milestone	1	99.99308	99.96990	99.99360	0.999931	0.999931	
midnight	1	99.99308	99.96990	99.99360	0.999937	0.999937	
mey	1	99.99308	99.96990	99.99360	0.999967	0.999967	
mhp	1	99.99308	99.96990	99.99360	0.999967	0.999967	
microphone	1	99.99523	99.96990	99.99360	0.999935	0.999935	
metaphor	1	99.99308	99.96990	99.99360	0.999937	0.999937	
meteorology	1	99.99308	99.96990	99.99360	0.999919	0.999919	
meteorologists	1	99.99308	99.96990	99.99360	0.999901	0.999901	
meter	1	99.99308	99.96990	99.99360	0.999955	0.999955	
methods	1	99.99523	99.96990	99.99360	0.999953	0.999953	
messages	1	99.99308	99.96990	99.99360	0.999937	0.999937	
meşale	1	99.99308	99.96990	99.99360	0.999949	0.999949	
mersch	1	99.99308	99.96990	99.99360	0.999949	0.999949	
merged	1	99.99308	99.96990	99.99360	0.999949	0.999949	
melt	1	99.99523	99.96990	99.99360	0.999971	0.999971	
melody	1	99.99308	99.96990	99.99360	0.999949	0.999949	
merle	1	99.99308	99.96990	99.99360	0.999955	0.999955	
meis	1	99.99308	99.96990	99.99360	0.999961	0.999961	
meierhenrich	1	99.99308	99.96990	99.99360	0.999913	0.999913	
megacity	1	99.99308	99.96990	99.99360	0.999937	0.999937	
meg	1	99.99308	99.96990	99.99360	0.999967	0.999967	
medalist	1	99.99308	99.96990	99.99360	0.999937	0.999937	
mecklenburg	1	99.99308	99.96990	99.99360	0.999919	0.999919	
meatloaf	1	99.99308	99.96990	99.99360	0.999937	0.999937	
measure	1	99.99308	99.96990	99.99360	0.999943	0.999943	
meal	1	99.99523	99.96990	99.99360	0.999971	0.999971	
meantime	1	99.99381	99.96990	99.99360	0.999937	0.999937	
mean	1	99.99308	99.96990	99.99360	0.999961	0.999961	
meager	1	99.99308	99.96990	99.99360	0.999949	0.999949	
mdax	1	99.99381	99.96990	99.99360	0.999967	0.999967	
meadow	1	99.99308	99.96990	99.99360	0.999949	0.999949	
maulwürfe	1	99.99308	99.96990	99.99360	0.999931	0.999931	
maypole	1	99.99308	99.96990	99.99360	0.999943	0.999943	
maybe	1	99.99308	99.96990	99.99360	0.999955	0.999955	
matters	1	99.99308	99.96990	99.99360	0.999943	0.999943	
matching	1	99.99730	99.96990	99.99360	0.999952	0.999952	
matthäus	1	99.99308	99.96990	99.99360	0.999937	0.999937	
mats	1	99.99308	99.96990	99.99360	0.999961	0.999961	
material	1	99.99308	99.96990	99.99360	0.999937	0.999937	
materials	1	99.99308	99.96990	99.99360	0.999931	0.999931	
mast	1	99.99308	99.96990	99.99360	0.999961	0.999961	
masterpiece	1	99.99308	99.96990	99.99360	0.999919	0.999919	
masters	1	99.99308	99.96990	99.99360	0.999943	0.999943	
massimiliano	1	99.99308	99.96990	99.99360	0.999913	0.999913	
mastered	1	99.99308	99.96990	99.99360	0.999937	0.999937	
marx	1	99.99308	99.96990	99.99360	0.999961	0.999961	
maserati	1	99.99308	99.96990	99.99360	0.999937	0.999937	
marxgründ	1	99.99308	99.96990	99.99360	0.999931	0.999931	
martial	1	99.99308	99.96990	99.99360	0.999943	0.999943	
marshalling	1	99.99308	99.96990	99.99360	0.999919	0.999919	
markets	1	99.99308	99.96990	99.99360	0.999943	0.999943	
marktalle	1	99.99308	99.96990	99.99360	0.999931	0.999931	
marktallee	1	99.99523	99.96990	99.99360	0.999935	0.999935	
markenbeck	1	99.99308	99.96990	99.99360	0.999925	0.999925	
marked	1	99.99308	99.96990	99.99360	0.999949	0.999949	
marker	1	99.99308	99.96990	99.99360	0.999949	0.999949	
marius	1	99.99308	99.96990	99.99360	0.999949	0.999949	
maria	1	99.99308	99.96990	99.99360	0.999955	0.999955	
margrethe	1	99.99381	99.96990	99.99360	0.999934	0.999934	
marches	1	99.99381	99.96990	99.99360	0.999946	0.999946	
marching	1	99.99308	99.96990	99.99360	0.999937	0.999937	
marita	1	99.99308	99.96990	99.99360	0.999949	0.999949	
maren	1	99.99308	99.96990	99.99360	0.999955	0.999955	
manuela	1	99.99308	99.96990	99.99360	0.999943	0.999943	
map	1	99.99381	99.96990	99.99360	0.999967	0.999967	
mantra	1	99.99308	99.96990	99.99360	0.999949	0.999949	
manu	1	99.99308	99.96990	99.99360	0.999961	0.999961	
