Type	Frequency	CHRF1	CHRF3
provocations	1	0.999949	0.999920	
prowess	1	0.999964	0.999947	
provisions	1	0.999955	0.999931	
providers	1	0.999958	0.999936	
provisionally	1	0.999946	0.999915	
proves	1	0.999967	0.999952	
proverbial	1	0.999955	0.999931	
proudly	1	0.999964	0.999947	
protégés	1	0.999966	0.999947	
protested	1	0.999958	0.999936	
prosperous	1	0.999956	0.999932	
prostate	1	0.999961	0.999942	
prospects	1	0.999968	0.999946	
prosecutors	1	0.999952	0.999925	
prosecution	1	0.999952	0.999925	
propulsion	1	0.999965	0.999941	
proposed	1	0.999961	0.999942	
proof	1	0.999970	0.999958	
promotes	1	0.999961	0.999942	
promote	1	0.999964	0.999947	
properly	1	0.999961	0.999942	
prominent	1	0.999958	0.999936	
progressed	1	0.999955	0.999931	
progresses	1	0.999955	0.999931	
prohibited	1	0.999960	0.999936	
progress	1	0.999971	0.999952	
profits	1	0.999964	0.999947	
programs	1	0.999971	0.999952	
profile	1	0.999969	0.999952	
professionals	1	0.999946	0.999915	
producer	1	0.999961	0.999942	
prof.	1	0.999985	0.999973	
prodigy	1	0.999964	0.999947	
proclaimed	1	0.999955	0.999931	
processes	1	0.999958	0.999936	
probe	1	0.999970	0.999958	
proceeds	1	0.999964	0.999945	
pro	1	0.999976	0.999969	
priorities	1	0.999965	0.999941	
prior	1	0.999970	0.999958	
prisoners	1	0.999958	0.999936	
pretending	1	0.999955	0.999931	
prince	1	0.999967	0.999952	
priest	1	0.999982	0.999968	
prestigious	1	0.999952	0.999925	
pressed	1	0.999964	0.999947	
presidents	1	0.999955	0.999931	
preserved	1	0.999958	0.999936	
preserve	1	0.999961	0.999942	
presents	1	0.999961	0.999942	
presenting	1	0.999955	0.999931	
presenter	1	0.999958	0.999936	
preseason	1	0.999958	0.999936	
preparatory	1	0.999957	0.999930	
premiered	1	0.999958	0.999936	
prefers	1	0.999964	0.999947	
preferably	1	0.999955	0.999931	
preference	1	0.999955	0.999931	
prefer	1	0.999967	0.999952	
predicament	1	0.999962	0.999936	
predecessor	1	0.999952	0.999925	
precept	1	0.999964	0.999947	
precaution	1	0.999965	0.999941	
pragmatically	1	0.999946	0.999915	
practically	1	0.999952	0.999925	
powers	1	0.999967	0.999952	
powerful	1	0.999961	0.999942	
powerless	1	0.999963	0.999941	
pour	1	0.999973	0.999963	
potential	1	0.999958	0.999936	
posts	1	0.999975	0.999963	
posting	1	0.999964	0.999947	
posterity	1	0.999968	0.999946	
possession	1	0.999955	0.999931	
positives	1	0.999958	0.999936	
porto	1	0.999980	0.999968	
positively	1	0.999955	0.999931	
ponder	1	0.999967	0.999952	
port	1	0.999978	0.999968	
porsche	1	0.999964	0.999947	
pompous	1	0.999964	0.999947	
policía	1	0.999964	0.999947	
polling	1	0.999964	0.999947	
poll	1	0.999978	0.999968	
poked	1	0.999970	0.999958	
pointing	1	0.999961	0.999942	
poetic	1	0.999967	0.999952	
podcast	1	0.999964	0.999947	
plinth	1	0.999976	0.999961	
plus	1	0.999973	0.999963	
pleinfeld	1	0.999958	0.999936	
plentiful	1	0.999958	0.999936	
pledges	1	0.999964	0.999947	
pléa	1	0.999978	0.999968	
pleaded	1	0.999964	0.999947	
playoff	1	0.999964	0.999947	
playmaker	1	0.999958	0.999936	
plastering	1	0.999955	0.999931	
planted	1	0.999964	0.999947	
platz	1	0.999980	0.999968	
plants	1	0.999967	0.999952	
plant	1	0.999970	0.999958	
planners	1	0.999961	0.999942	
planes	1	0.999977	0.999963	
placing	1	0.999964	0.999947	
plaguing	1	0.999961	0.999942	
pkk	1	0.999976	0.999969	
pizzeria	1	0.999966	0.999947	
pirmin	1	0.999967	0.999952	
pipes	1	0.999970	0.999958	
pipe	1	0.999973	0.999963	
pioneers	1	0.999961	0.999942	
piotr	1	0.999970	0.999958	
pioneer	1	0.999969	0.999952	
pinzgau	1	0.999967	0.999950	
pinto	1	0.999970	0.999958	
pinguins	1	0.999966	0.999947	
pinpricks	1	0.999958	0.999936	
pilgrimage	1	0.999955	0.999931	
pin	1	0.999976	0.999969	
pictures	1	0.999961	0.999942	
phrasenmäher	1	0.999949	0.999920	
photoshoot	1	0.999955	0.999931	
photographed	1	0.999949	0.999920	
photographer	1	0.999949	0.999920	
philosophical	1	0.999951	0.999920	
philipp	1	0.999964	0.999947	
phenomenal	1	0.999955	0.999931	
phaeno	1	0.999967	0.999952	
pfaff	1	0.999970	0.999958	
pfründnerhause	1	0.999948	0.999914	
petr	1	0.999978	0.999968	
pessimist	1	0.999958	0.999936	
persuade	1	0.999961	0.999942	
permitting	1	0.999955	0.999931	
permit	1	0.999972	0.999957	
permanently	1	0.999952	0.999925	
permitted	1	0.999959	0.999937	
perfect	1	0.999964	0.999947	
periods	1	0.999964	0.999947	
performers	1	0.999955	0.999931	
pep	1	0.999976	0.999969	
perez	1	0.999970	0.999958	
pentecost	1	0.999963	0.999941	
pension	1	0.999967	0.999950	
penned	1	0.999972	0.999957	
peninsula	1	0.999958	0.999936	
penguins	1	0.999964	0.999945	
peaks	1	0.999970	0.999958	
pd	1	0.999979	0.999974	
peace	1	0.999975	0.999963	
paying	1	0.999967	0.999952	
pawel	1	0.999970	0.999958	
pavilion	1	0.999961	0.999942	
pave	1	0.999973	0.999963	
patronage	1	0.999963	0.999941	
pathways	1	0.999961	0.999942	
pastoral	1	0.999961	0.999942	
passphrases	1	0.999952	0.999925	
passes	1	0.999967	0.999952	
passing	1	0.999969	0.999952	
passerby	1	0.999961	0.999942	
passages	1	0.999961	0.999942	
partying	1	0.999971	0.999952	
pasengers	1	0.999958	0.999936	
passage	1	0.999964	0.999947	
participant	1	0.999952	0.999925	
participated	1	0.999949	0.999920	
parisian	1	0.999964	0.999945	
parent	1	0.999967	0.999952	
parade	1	0.999967	0.999952	
paradox	1	0.999964	0.999947	
paperwork	1	0.999958	0.999936	
pants	1	0.999970	0.999958	
panmunjom	1	0.999958	0.999936	
pancakes	1	0.999971	0.999952	
panic	1	0.999970	0.999958	
pan	1	0.999977	0.999970	
pairs	1	0.999970	0.999958	
paddle	1	0.999967	0.999952	
painkillers	1	0.999962	0.999936	
pageantry	1	0.999973	0.999951	
paco	1	0.999973	0.999963	
pacific	1	0.999964	0.999947	
oysters	1	0.999964	0.999947	
pack	1	0.999973	0.999963	
owe	1	0.999985	0.999978	
owning	1	0.999967	0.999952	
oxygen	1	0.999973	0.999958	
overwhelming	1	0.999949	0.999920	
overslept	1	0.999958	0.999936	
overstretched	1	0.999946	0.999915	
overtime	1	0.999961	0.999942	
oversimplifying	1	0.999940	0.999904	
overpowering	1	0.999949	0.999920	
outskirts	1	0.999963	0.999941	
overkill	1	0.999971	0.999952	
outsiders	1	0.999958	0.999936	
outlets	1	0.999964	0.999947	
outdance	1	0.999961	0.999942	
outbreak	1	0.999966	0.999947	
outage	1	0.999967	0.999952	
oslo	1	0.999979	0.999969	
ornamental	1	0.999956	0.999932	
oscar	1	0.999970	0.999958	
ort	1	0.999976	0.999969	
originate	1	0.999958	0.999936	
original	1	0.999961	0.999942	
originality	1	0.999952	0.999925	
organizing	1	0.999955	0.999931	
organized	1	0.999958	0.999936	
organizational	1	0.999943	0.999909	
organisms	1	0.999958	0.999936	
organization	1	0.999949	0.999920	
organises	1	0.999958	0.999936	
organisations	1	0.999956	0.999925	
ordinary	1	0.999971	0.999952	
organised	1	0.999958	0.999936	
orders	1	0.999967	0.999952	
ordered	1	0.999964	0.999947	
ordering	1	0.999961	0.999942	
opposition	1	0.999955	0.999931	
opponents	1	0.999958	0.999936	
option	1	0.999972	0.999957	
opposite	1	0.999966	0.999947	
opposing	1	0.999961	0.999942	
opinion	1	0.999969	0.999952	
operated	1	0.999961	0.999942	
operating	1	0.999958	0.999936	
onucka	1	0.999967	0.999952	
oÖ	1	0.999979	0.999974	
om	1	0.999979	0.999974	
onwards	1	0.999974	0.999957	
onto	1	0.999975	0.999965	
olympique	1	0.999973	0.999951	
olympia	1	0.999974	0.999957	
oldest	1	0.999967	0.999952	
olds	1	0.999973	0.999963	
olaseni	1	0.999964	0.999947	
olchinger	1	0.999958	0.999936	
okay	1	0.999983	0.999973	
oil	1	0.999981	0.999974	
offensively	1	0.999967	0.999941	
offended	1	0.999961	0.999942	
ofensive	1	0.999973	0.999954	
offenders	1	0.999958	0.999936	
oe24	1	0.999983	0.999973	
oelde	1	0.999970	0.999958	
ocean	1	0.999980	0.999968	
obstructions	1	0.999949	0.999920	
occurs	1	0.999977	0.999963	
observers	1	0.999958	0.999936	
observed	1	0.999961	0.999942	
occured	1	0.999964	0.999947	
observation	1	0.999962	0.999936	
obrador	1	0.999964	0.999947	
oblivion	1	0.999976	0.999957	
oberschleißheim	1	0.999950	0.999914	
obligatory	1	0.999955	0.999931	
obite	1	0.999971	0.999959	
obernberg	1	0.999958	0.999936	
nzz	1	0.999976	0.999969	
Öamtc	1	0.999973	0.999961	
nutrition	1	0.999958	0.999936	
oberliga	1	0.999961	0.999942	
oasis	1	0.999976	0.999964	
nut	1	0.999976	0.999969	
numerical	1	0.999958	0.999936	
nuisance	1	0.999961	0.999942	
nowadays	1	0.999971	0.999952	
notion	1	0.999967	0.999952	
notorious	1	0.999958	0.999936	
noticed	1	0.999964	0.999947	
nottulner	1	0.999958	0.999936	
noticeable	1	0.999955	0.999931	
notice	1	0.999967	0.999952	
notes	1	0.999970	0.999958	
northwest	1	0.999958	0.999936	
notables	1	0.999961	0.999942	
notably	1	0.999964	0.999947	
normal	1	0.999967	0.999952	
nominee	1	0.999964	0.999947	
nondescript	1	0.999952	0.999925	
nordhalben	1	0.999965	0.999941	
nordhelle	1	0.999958	0.999936	
nkunku	1	0.999967	0.999952	
niklas	1	0.999967	0.999952	
nils	1	0.999973	0.999963	
nightlife	1	0.999958	0.999936	
nigerians	1	0.999958	0.999936	
nigerian	1	0.999976	0.999957	
nickname	1	0.999961	0.999942	
nicknamed	1	0.999967	0.999945	
niersbach	1	0.999958	0.999936	
nice	1	0.999973	0.999963	
neutrality	1	0.999965	0.999941	
neutral	1	0.999970	0.999953	
neuer	1	0.999980	0.999968	
neu	1	0.999976	0.999969	
neubauer	1	0.999961	0.999942	
network	1	0.999964	0.999947	
netting	1	0.999974	0.999957	
nets	1	0.999973	0.999963	
nervousness	1	0.999952	0.999925	
netherlands	1	0.999952	0.999925	
net	1	0.999976	0.999969	
neither	1	0.999964	0.999947	
nerve	1	0.999970	0.999958	
negros	1	0.999972	0.999957	
neckarsulm	1	0.999965	0.999941	
negotiated	1	0.999955	0.999931	
negative	1	0.999966	0.999947	
needing	1	0.999964	0.999947	
neck	1	0.999973	0.999963	
nearby	1	0.999967	0.999952	
ndr	1	0.999976	0.999969	
nba	1	0.999976	0.999969	
navarro	1	0.999964	0.999947	
nave	1	0.999973	0.999963	
natural	1	0.999964	0.999947	
natten	1	0.999967	0.999952	
nation	1	0.999972	0.999957	
narrowed	1	0.999961	0.999942	
nannerl	1	0.999964	0.999947	
não	1	0.999976	0.999969	
nao	1	0.999979	0.999972	
naming	1	0.999979	0.999964	
naked	1	0.999970	0.999958	
naive	1	0.999970	0.999958	
nacional	1	0.999961	0.999942	
nachrichten	1	0.999967	0.999941	
n	1	0.999982	0.999979	
nacht	1	0.999970	0.999958	
n.	1	0.999979	0.999974	
mysterious	1	0.999960	0.999936	
mygym	1	0.999970	0.999958	
mutual	1	0.999967	0.999952	
muslija	1	0.999964	0.999947	
musicality	1	0.999955	0.999931	
musically	1	0.999958	0.999936	
museum	1	0.999967	0.999952	
muscular	1	0.999961	0.999942	
mused	1	0.999970	0.999958	
münsterblickstrasse	1	0.999928	0.999882	
multipurpose	1	0.999949	0.999920	
münchener	1	0.999973	0.999951	
mühlen	1	0.999967	0.999952	
movies	1	0.999977	0.999963	
ms.	1	0.999991	0.999984	
mouths	1	0.999967	0.999952	
motivation	1	0.999955	0.999931	
motorist	1	0.999961	0.999942	
mountains	1	0.999958	0.999936	
motivated	1	0.999958	0.999936	
motifs	1	0.999967	0.999952	
moser	1	0.999979	0.999967	
moscow	1	0.999977	0.999963	
mortensen	1	0.999958	0.999936	
morlaixplatz	1	0.999952	0.999923	
moormann	1	0.999961	0.999942	
moritz	1	0.999967	0.999952	
monoculture	1	0.999952	0.999925	
moons	1	0.999970	0.999958	
money	1	0.999970	0.999958	
monitoring	1	0.999955	0.999931	
monitor	1	0.999969	0.999952	
monchengladbach	1	0.999940	0.999904	
moles	1	0.999970	0.999958	
monarchy	1	0.999961	0.999942	
molds	1	0.999970	0.999958	
modernization	1	0.999946	0.999915	
moderator	1	0.999973	0.999951	
mockery	1	0.999964	0.999947	
mladenovic	1	0.999965	0.999941	
mixture	1	0.999972	0.999955	
mix	1	0.999976	0.999969	
mitteldeutscher	1	0.999943	0.999907	
mistaken	1	0.999961	0.999942	
mistook	1	0.999965	0.999948	
mission	1	0.999964	0.999947	
mistake	1	0.999965	0.999948	
misogynist	1	0.999955	0.999931	
misconduct	1	0.999965	0.999941	
minor	1	0.999970	0.999958	
minus	1	0.999970	0.999958	
ministor	1	0.999961	0.999942	
minimum	1	0.999974	0.999957	
militias	1	0.999961	0.999942	
mineral	1	0.999964	0.999947	
milestone	1	0.999958	0.999936	
miles	1	0.999970	0.999958	
migrant	1	0.999964	0.999947	
mike	1	0.999978	0.999968	
midt	1	0.999973	0.999963	
midnight	1	0.999966	0.999947	
microphone	1	0.999965	0.999941	
mhp	1	0.999976	0.999969	
methods	1	0.999974	0.999957	
meter	1	0.999970	0.999958	
mey	1	0.999976	0.999969	
meteorology	1	0.999952	0.999925	
meteorologists	1	0.999944	0.999910	
messages	1	0.999961	0.999942	
metaphor	1	0.999961	0.999942	
meşale	1	0.999967	0.999952	
merle	1	0.999970	0.999958	
mersch	1	0.999967	0.999952	
merged	1	0.999967	0.999952	
melt	1	0.999983	0.999973	
melody	1	0.999967	0.999952	
meis	1	0.999973	0.999963	
megacity	1	0.999961	0.999942	
meierhenrich	1	0.999949	0.999920	
meg	1	0.999976	0.999969	
medalist	1	0.999961	0.999942	
mecklenburg	1	0.999952	0.999925	
meatloaf	1	0.999961	0.999942	
measure	1	0.999964	0.999947	
meantime	1	0.999966	0.999947	
mean	1	0.999973	0.999963	
meal	1	0.999983	0.999973	
meadow	1	0.999967	0.999952	
meager	1	0.999967	0.999952	
mdax	1	0.999979	0.999969	
maypole	1	0.999969	0.999952	
maybe	1	0.999970	0.999958	
maulwürfe	1	0.999958	0.999936	
mats	1	0.999973	0.999963	
matthäus	1	0.999961	0.999942	
matters	1	0.999964	0.999947	
materials	1	0.999958	0.999936	
matching	1	0.999976	0.999957	
material	1	0.999961	0.999942	
masters	1	0.999964	0.999947	
masterpiece	1	0.999952	0.999925	
mastered	1	0.999961	0.999942	
massimiliano	1	0.999949	0.999920	
mast	1	0.999978	0.999968	
marxgründ	1	0.999958	0.999936	
maserati	1	0.999961	0.999942	
marx	1	0.999973	0.999963	
marshalling	1	0.999957	0.999930	
martial	1	0.999964	0.999947	
marktallee	1	0.999965	0.999941	
marktalle	1	0.999963	0.999941	
markets	1	0.999964	0.999947	
marker	1	0.999967	0.999952	
markenbeck	1	0.999955	0.999931	
marked	1	0.999967	0.999952	
marius	1	0.999967	0.999952	
marita	1	0.999967	0.999952	
maria	1	0.999970	0.999958	
margrethe	1	0.999961	0.999939	
maren	1	0.999970	0.999958	
marching	1	0.999961	0.999942	
marches	1	0.999967	0.999950	
map	1	0.999976	0.999969	
manuela	1	0.999964	0.999947	
manu	1	0.999973	0.999963	
mantra	1	0.999967	0.999952	
mannheim	1	0.999976	0.999957	
mannheim.	1	0.999964	0.999942	
manstein	1	0.999971	0.999952	
männerherzen	1	0.999949	0.999920	
manhattan	1	0.999958	0.999936	
maneuvered	1	0.999955	0.999931	
manel	1	0.999970	0.999958	
mandatory	1	0.999958	0.999936	
managers	1	0.999961	0.999942	
manages	1	0.999964	0.999947	
manage	1	0.999967	0.999952	
maker	1	0.999975	0.999963	
making	1	0.999967	0.999952	
maintained	1	0.999955	0.999931	
mainly	1	0.999968	0.999953	
mail	1	0.999973	0.999963	
maike	1	0.999985	0.999973	
maik	1	0.999973	0.999963	
magnificent	1	0.999952	0.999925	
magician	1	0.999961	0.999942	
maderthaner	1	0.999952	0.999925	
magical	1	0.999964	0.999947	
macron	1	0.999967	0.999952	
macedonians	1	0.999967	0.999941	
magic	1	0.999970	0.999958	
macedonian	1	0.999955	0.999931	
lyrics	1	0.999977	0.999963	
lyon	1	0.999973	0.999963	
lwl	1	0.999976	0.999969	
luxurious	1	0.999958	0.999936	
lying	1	0.999970	0.999958	
lure	1	0.999973	0.999963	
lurk	1	0.999973	0.999963	
lupulus	1	0.999978	0.999961	
lung	1	0.999973	0.999963	
lulled	1	0.999967	0.999952	
luka	1	0.999973	0.999963	
lugano	1	0.999967	0.999952	
luggage	1	0.999964	0.999947	
ludwigsstadt	1	0.999949	0.999920	
lucas	1	0.999970	0.999958	
ludwigshafen	1	0.999954	0.999925	
lucien	1	0.999967	0.999952	
ludgerischule	1	0.999951	0.999920	
loyal	1	0.999970	0.999958	
lowest	1	0.999967	0.999952	
löwen	1	0.999970	0.999958	
lovestory	1	0.999958	0.999936	
louis	1	0.999970	0.999958	
lovely	1	0.999967	0.999952	
lore	1	0.999973	0.999963	
lord	1	0.999973	0.999963	
losers	1	0.999972	0.999957	
lots	1	0.999975	0.999965	
lópez	1	0.999970	0.999958	
loot	1	0.999984	0.999974	
looses	1	0.999967	0.999952	
loosen	1	0.999967	0.999952	
loose	1	0.999970	0.999958	
locations	1	0.999958	0.999936	
looks	1	0.999976	0.999964	
loading	1	0.999964	0.999947	
loan	1	0.999978	0.999968	
lökke	1	0.999970	0.999958	
lobbying	1	0.999961	0.999942	
loaded	1	0.999967	0.999952	
load	1	0.999973	0.999963	
lmu	1	0.999976	0.999969	
lively	1	0.999977	0.999963	
ll	1	0.999979	0.999974	
llambis	1	0.999964	0.999947	
lived	1	0.999970	0.999958	
littered	1	0.999971	0.999952	
liste	1	0.999985	0.999973	
lisbon	1	0.999967	0.999952	
links	1	0.999970	0.999958	
liquid	1	0.999967	0.999952	
linked	1	0.999967	0.999952	
lingering	1	0.999958	0.999936	
limousines	1	0.999955	0.999931	
linger	1	0.999977	0.999963	
lina	1	0.999973	0.999963	
lightly	1	0.999964	0.999947	
lil	1	0.999976	0.999969	
lights	1	0.999967	0.999952	
lifeboat	1	0.999961	0.999942	
lies	1	0.999978	0.999968	
lewd	1	0.999973	0.999963	
letter	1	0.999967	0.999952	
lever	1	0.999973	0.999961	
lethal	1	0.999968	0.999953	
leroy	1	0.999985	0.999973	
leones	1	0.999967	0.999952	
leprakunde	1	0.999955	0.999931	
leonardo	1	0.999961	0.999942	
lengthy	1	0.999964	0.999947	
leno	1	0.999973	0.999963	
leibig	1	0.999967	0.999952	
lehesten	1	0.999961	0.999942	
legists	1	0.999964	0.999947	
legislation	1	0.999952	0.999925	
leemann	1	0.999964	0.999947	
leg	1	0.999976	0.999969	
ledebur	1	0.999964	0.999947	
lecture	1	0.999964	0.999947	
leads	1	0.999976	0.999964	
lea	1	0.999976	0.999969	
layers	1	0.999967	0.999952	
lb	1	0.999994	0.999989	
le	1	0.999984	0.999979	
lax	1	0.999976	0.999969	
lazio	1	0.999970	0.999958	
layered	1	0.999964	0.999947	
laws	1	0.999983	0.999973	
lauterer	1	0.999961	0.999942	
launch	1	0.999970	0.999955	
laugh	1	0.999970	0.999958	
lauchheim	1	0.999968	0.999946	
latrine	1	0.999975	0.999958	
lastrup	1	0.999964	0.999947	
latin	1	0.999970	0.999958	
lastly	1	0.999967	0.999952	
lasted	1	0.999967	0.999952	
largest	1	0.999964	0.999947	
larger	1	0.999967	0.999952	
lange	1	0.999970	0.999958	
language	1	0.999961	0.999942	
lane	1	0.999973	0.999963	
landespflege	1	0.999949	0.999920	
landesliga	1	0.999955	0.999931	
lammen	1	0.999972	0.999957	
lander	1	0.999970	0.999955	
lagged	1	0.999967	0.999952	
laden	1	0.999970	0.999958	
lacking	1	0.999964	0.999947	
kvg	1	0.999976	0.999969	
kursawe	1	0.999968	0.999951	
kurt	1	0.999973	0.999963	
kunst	1	0.999970	0.999958	
kümper	1	0.999967	0.999952	
kulturpolitik	1	0.999946	0.999915	
krützkamp	1	0.999958	0.999936	
krrl	1	0.999973	0.999963	
kühbauer	1	0.999961	0.999942	
kronach	1	0.999964	0.999947	
kretschmer	1	0.999955	0.999931	
kristina	1	0.999961	0.999942	
kreisverband	1	0.999949	0.999920	
kreisliga	1	0.999958	0.999936	
kraft	1	0.999970	0.999958	
kovaca	1	0.999967	0.999952	
koreas	1	0.999977	0.999963	
kostic	1	0.999967	0.999952	
kontaveit	1	0.999963	0.999941	
kontiolahti	1	0.999952	0.999925	
konstantin	1	0.999955	0.999931	
konoplyanka	1	0.999952	0.999925	
konpplyanka	1	0.999952	0.999925	
königsworther	1	0.999946	0.999915	
königswieser	1	0.999950	0.999921	
kohlfeldt	1	0.999958	0.999936	
knowledge	1	0.999958	0.999936	
knorr	1	0.999970	0.999958	
knife	1	0.999970	0.999958	
knick	1	0.999970	0.999958	
knees	1	0.999975	0.999963	
knew	1	0.999979	0.999969	
klück	1	0.999970	0.999958	
klomfaß	1	0.999964	0.999947	
km	1	0.999994	0.999989	
klingenthal	1	0.999962	0.999936	
klemke	1	0.999967	0.999952	
kleintje	1	0.999961	0.999942	
kitchenware	1	0.999952	0.999925	
klein	1	0.999970	0.999958	
kirchweih	1	0.999958	0.999936	
king	1	0.999973	0.999963	
kinderlähmung	1	0.999946	0.999915	
kinderhaus	1	0.999955	0.999931	
kilometre	1	0.999966	0.999944	
kilometres	1	0.999955	0.999931	
kilometer	1	0.999958	0.999936	
kilchenstein	1	0.999959	0.999930	
killed	1	0.999977	0.999963	
kilograms	1	0.999958	0.999936	
kiepenkerl	1	0.999955	0.999931	
kid	1	0.999976	0.999969	
kicked	1	0.999967	0.999952	
kicking	1	0.999979	0.999962	
key	1	0.999976	0.999969	
kerkhoff	1	0.999961	0.999942	
keenest	1	0.999967	0.999950	
keeper	1	0.999967	0.999952	
kazakhstan	1	0.999955	0.999931	
kaven	1	0.999975	0.999963	
katharinen	1	0.999955	0.999931	
kassatkina	1	0.999960	0.999936	
kastner	1	0.999964	0.999947	
karim	1	0.999970	0.999958	
karlsruhe	1	0.999967	0.999945	
karlheinz	1	0.999963	0.999941	
kamil	1	0.999970	0.999958	
justifies	1	0.999958	0.999936	
kaemmererplatz	1	0.999958	0.999924	
k	1	0.999985	0.999982	
justice	1	0.999974	0.999957	
jungmann	1	0.999961	0.999942	
jumpers	1	0.999964	0.999947	
jump	1	0.999976	0.999966	
jülkenbeck	1	0.999955	0.999931	
judging	1	0.999964	0.999947	
jubilee	1	0.999969	0.999952	
joshua	1	0.999967	0.999952	
josef	1	0.999970	0.999958	
josé	1	0.999973	0.999963	
jos	1	0.999976	0.999969	
jörn	1	0.999978	0.999968	
jorge	1	0.999970	0.999958	
jonathan	1	0.999961	0.999942	
jolt	1	0.999973	0.999963	
johnson	1	0.999964	0.999947	
jobs	1	0.999973	0.999963	
jimi	1	0.999973	0.999963	
jiri	1	0.999973	0.999963	
jet	1	0.999976	0.999969	
jeppesen	1	0.999966	0.999947	
jeebies	1	0.999964	0.999947	
jealous	1	0.999964	0.999947	
java	1	0.999973	0.999963	
jasper	1	0.999967	0.999952	
jannis	1	0.999982	0.999968	
janis	1	0.999970	0.999958	
japanese	1	0.999961	0.999942	
janet	1	0.999979	0.999967	
james	1	0.999970	0.999958	
jam	1	0.999976	0.999969	
jallow	1	0.999967	0.999952	
jakarta	1	0.999964	0.999947	
jaguar	1	0.999967	0.999952	
jae	1	0.999976	0.999969	
jackson	1	0.999964	0.999947	
jacob	1	0.999985	0.999973	
jackman	1	0.999964	0.999947	
items	1	0.999970	0.999958	
iwobi	1	0.999975	0.999963	
item	1	0.999973	0.999963	
islands	1	0.999964	0.999947	
italians	1	0.999961	0.999942	
islamic	1	0.999964	0.999947	
iseda	1	0.999970	0.999958	
irrespective	1	0.999949	0.999920	
inwardly	1	0.999961	0.999942	
irish	1	0.999970	0.999958	
invoke	1	0.999967	0.999952	
